"","Entrez","Gene_symbol","logFC","SE","P.Value","FDR"
"68099","68099","Fam92a",-0.110103246317944,0.0531709537257341,0.0383830549911947,0.616952765672364
"213484","213484","Nudt18",-0.0551364718054544,0.0722409904593964,0.44532639996327,0.823425353044468
"53621","53621","Cnot4",-0.0176071641989881,0.0148129415029016,0.234583767972547,0.746598560371896
"107770","107770","Tm6sf2",0.0501609852055669,0.0646586221906784,0.437877805340795,0.822821336494514
"93737","93737","Pard6g",-0.0483476950623239,0.0380613011927738,0.203992530952017,0.738564696947298
"70999","70999","Naa40",-0.0116442166809905,0.031163067339039,0.708661468387749,0.917268902696037
"67948","67948","Fbxo28",-0.0368694632683943,0.0329672806260012,0.263411000607432,0.756793186064763
"13177","13177","Eci1",-0.0455249625146343,0.0502556981672432,0.365006421628479,0.79384868861955
"13041","13041","Ctsw",0.0721277714594731,0.172437950099999,0.675740605906355,0.908431944725856
"224624","224624","Rab40c",-0.0292085650754307,0.0287602036125301,0.309824836312725,0.772816220442816
"19891","19891","Rpa2",0.00123448349102822,0.011970026163477,0.917858821224111,0.978347701178895
"76932","76932","Arfip2",-0.0346169703780554,0.0193112768460025,0.073040423867828,0.65779549319601
"12859","12859","Cox5b",-0.0314848172927676,0.0127050927778956,0.0132074595641751,0.496747229163697
"232345","232345","A2m",0.0831596077564687,0.121333440266045,0.493103670085158,0.841133857864248
"269614","269614","Pank4",-0.0960521018947922,0.035747982070959,0.00721134135622631,0.434530511355019
"76938","76938","Rbm17",0.0272355248373707,0.0687625095480526,0.692045260491902,0.911887023070816
"72672","72672","Zfp518a",0.0312771714187535,0.0434116075373974,0.471229843737042,0.832340088832346
"71878","71878","Fam83d",-0.0830654796617041,0.138905040856398,0.549838659017955,0.860709602059875
"224794","224794","Enpp4",0.00633972338076027,0.117575694812394,0.956998618110578,0.990565437164731
"71206","71206","Katnal2",0.0372831707374258,0.0388996852170878,0.337838906118584,0.78525109960032
"17938","17938","Naca",0.035056172942333,0.0304932529557581,0.250293397429575,0.751020290839777
"66401","66401","Nudt2",-0.0894830907797195,0.0731449352482193,0.221191159202084,0.741771668152728
"20163","20163","Rsu1",0.0201903068760724,0.0354821198757064,0.569337383748071,0.868226308408182
