,Term,pval,padj,NES,Top_up,Top_down,Direction_up,Direction_down
amiloride-1970,amiloride-1970,0.5525,0.915288279773157,-0.36388356418547235,100.0,98.52941176470588,neg,neg
amiloride-3990,amiloride-3990,0.037,0.197117903930131,-1.248900372554809,100.0,0.0,neg,pos
amiloride-4109,amiloride-4109,0.1145,0.4002578796561605,-1.0904009495407259,100.0,1.6666666666666667,neg,pos
aminocaproic acid-3122,aminocaproic acid-3122,0.5165,0.915288279773157,-0.5232858317162944,98.52941176470588,100.0,neg,neg
aminocaproic acid-6501,aminocaproic acid-6501,0.5975,0.915288279773157,-0.2798803189539898,97.22222222222221,97.14285714285714,neg,neg
aminocaproic acid-7258,aminocaproic acid-7258,0.05,0.23828125,-1.2110394980101868,98.52941176470588,0.0,neg,pos
aminoglutethimide-2390,aminoglutethimide-2390,0.9665,0.9915447974449487,-0.016667521805206142,98.57142857142858,100.0,neg,neg
aminoglutethimide-7421,aminoglutethimide-7421,0.0735,0.30520762423417286,1.1597385917431642,0.0,100.0,pos,neg
aminoglutethimide-7463,aminoglutethimide-7463,0.0985,0.3628321256038648,1.1143628663749265,0.0,100.0,pos,neg
aminohippuric acid-3076,aminohippuric acid-3076,0.6885,0.9346561418685122,0.19025680132112482,97.40259740259741,100.0,neg,neg
aminohippuric acid-5394,aminohippuric acid-5394,0.1115,0.39292316580011555,-1.0943981491260504,100.0,1.6129032258064515,neg,pos
aminohippuric acid-6294,aminohippuric acid-6294,0.8765,0.9732757068251396,0.062216033972290696,97.10144927536231,98.52941176470588,neg,neg
aminohippuric acid-6453,aminohippuric acid-6453,0.0135,0.10557692307692308,-1.3610302897602642,100.0,0.0,neg,pos
aminophenazone-1376,aminophenazone-1376,0.7595,0.943520757758968,-0.13527101563609278,100.0,100.0,neg,neg
aminophenazone-2060,aminophenazone-2060,0.7675,0.943520757758968,0.12539062283586205,0.0,0.0,pos,pos
aminophenazone-2222,aminophenazone-2222,0.06,0.2689199118295371,-1.188545366715219,98.52941176470588,0.0,neg,pos
aminophenazone-4481,aminophenazone-4481,0.1675,0.4919354838709678,1.0125887105298896,0.0,98.27586206896551,pos,neg
aminophenazone-6818,aminophenazone-6818,0.1655,0.4888861985472155,-1.0145130446303148,97.1830985915493,0.0,neg,pos
aminophylline-3036,aminophylline-3036,0.6775,0.9346561418685122,-0.20025709669010555,97.14285714285714,100.0,neg,neg
aminophylline-3374,aminophylline-3374,0.9405,0.983418497700562,0.0295438553772861,0.0,0.0,pos,pos
aminophylline-5395,aminophylline-5395,0.2785,0.6900284321689684,-0.9140532309158267,98.64864864864865,0.0,neg,pos
aminophylline-6295,aminophylline-6295,0.886,0.9732757068251396,-0.05490561349366457,0.0,0.0,pos,pos
amiodarone-2434,amiodarone-2434,0.5305,0.915288279773157,-0.42651051491380665,96.29629629629629,96.72131147540983,neg,neg
