"","logFC","P.Value","SE","AIC","BIC","FDR","symbol","Entrez"
"11287",0.372295679342055,0.37491986086658,0.392909248637434,20.1414581271534,19.9791885743194,0.613409793244281,"Pzp","11287"
"11298",-0.0445369480470642,0.566902260075565,0.0741279686840909,4.93558531245497,4.77331575962091,0.755222412651894,"Aanat","11298"
"11302",-0.00198899735883318,0.983357879747091,0.0920169816382118,10.6409783453565,10.4787087925224,0.992244621315021,"Aatk","11302"
"11303",0.639024791367171,0.227762642169354,0.511741351256472,60.3807866858185,63.051901959507,0.471636275570311,"Abca1","11303"
"11304",-0.0498587299144212,0.610142903155495,0.0934404545941145,9.2134766970233,9.05120714418924,0.783322733335166,"Abca4","11304"
"11305",-0.0357936733456323,0.776140998803195,0.124000283065445,36.3137505344896,38.9848658081781,0.885169479582059,"Abca2","11305"
"11306",0.363116018598484,0.157704317526448,0.245685854487705,42.2977621634699,44.7974021956385,0.382366696618729,"Abcb7","11306"
"11307",0.502219039538975,0.0992148644038054,0.285756027313999,50.0467493329405,52.1708999362471,0.292329511189784,"Abcg1","11307"
"11308",-0.562954763206469,0.0191971712863837,0.217626885570953,28.8741563204434,31.3737963526121,0.100774738640018,"Abi1","11308"
"11350",-0.176173512552967,0.397694791374288,0.203349276876031,29.0445867360173,31.7157020097058,0.631924750575034,"Abl1","11350"
"11352",-0.235570472464767,0.223312734488429,0.185938220450545,25.9503119466296,28.2680781133489,0.46659793683027,"Abl2","11352"
"11354",0.0857640670737241,0.31178479134962,0.0776663876583281,9.21030101134632,8.58557941903049,0.557343463197202,"Scgb1b27","11354"
"11363",0.147652411732002,0.663176088432582,0.333441428498953,51.3130142841553,53.9841295578438,0.818630675502857,"Acadl","11363"
"11364",0.530200897846395,0.0145017409219601,0.196019183480859,42.6616753087851,45.3327905824736,0.0825962126779006,"Acadm","11364"
"11370",-0.695685246458044,0.00292077508108197,0.202233888124596,39.8613409276157,42.5324562013042,0.0266753430023372,"Acadvl","11370"
"11409",-0.00206066029455399,0.990083183092738,0.163505835718143,34.1565085311368,36.8276238048253,0.995338644253858,"Acads","11409"
"11416",-0.825004099803549,0.000356467106473956,0.188106883707528,19.9067995781097,22.5779148517982,0.00589958478647625,"Slc33a1","11416"
"11418",0.016937091865942,0.910800442145755,0.145828743700516,16.3965781304272,16.2343085775931,0.957072110287767,"Asic2","11418"
"11419",0.185477380237191,0.303183596642095,0.173515940060118,36.5597968628417,38.4769688516875,0.549860328922746,"Asic1","11419"
"11421",1.5151383956835,0.0122980561940456,0.452660479178027,20.4280766189336,20.2658070660995,0.0736665742316594,"Ace","11421"
"11423",0.029188029513434,0.858640382903169,0.157960115241326,16.6724429296573,16.5101733768232,0.929375408199995,"Ache","11423"
"11425",-0.221849898269626,0.0812492787254146,0.10599109990311,8.04572569835678,7.42100410604095,0.258790478303529,"Apoc4","11425"
"11426",0.0395973809744954,0.814150487361225,0.165993083632897,21.3263571048164,23.9974723785048,0.905443097157245,"Macf1","11426"
"11428",-0.0917211252913771,0.0993829130902864,0.0527898892368858,-0.897554762555695,1.7735605111328,0.292563596894038,"Aco1","11428"
"11429",0.265849932362793,0.0265494514032726,0.110045213526249,19.5655563284941,22.2366716021825,0.125487641398281,"Aco2","11429"
"11430",-0.329491302742052,0.0177424064528924,0.126267512482101,27.375346587586,30.0464618612745,0.0954147191466657,"Acox1","11430"
"11431",0.169675869212597,0.0103843239627451,0.0593077461421981,6.78287922555598,9.45399449924447,0.0656523889973801,"Acp1","11431"
"11432",-0.461065164407389,0.0345985000009104,0.201696995506766,32.9646386205683,35.6357538942568,0.149366765117905,"Acp2","11432"
"11433",1.41769564882858,4.59566134686257e-05,0.266111155690344,51.2019742609527,53.8730895346412,0.00136553211643475,"Acp5","11433"
"11434",0.183465474528514,0.159729061660958,0.116638125393411,9.05213077585923,8.88986122302517,0.385420827277683,"Acr","11434"
"11435",-0.630550297927316,0.0303793549307082,0.263765485111924,54.8506533590387,56.9748039623454,0.137075274578584,"Chrna1","11435"
"11438",0.542584938810757,0.110881335425259,0.320258822025601,53.0933149011575,55.2174655044641,0.312580311359326,"Chrna4","11438"
"11440",-0.130557900837136,0.077858996473271,0.0632428731108763,3.86113419392307,3.69886464108901,0.252309022941206,"Chrna6","11440"
"11441",-0.238513949368934,0.42505757090589,0.281633505238686,19.9101056503732,19.7478360975392,0.651266541985951,"Chrna7","11441"
"11443",-0.164671880214351,0.27922264540903,0.14759452619521,47.088656517234,49.7597717909225,0.526235991353647,"Chrnb1","11443"
"11444",-0.0708568762355501,0.518438139043057,0.107144903780727,19.5725784084487,21.6967290117553,0.722106712819452,"Chrnb2","11444"
"11447",0.14331400954194,0.438146455167404,0.174336535104455,12.9545792097655,12.7923096569315,0.661685604877692,"Chrnd","11447"
"11448",-0.115243196445284,0.0894284911861628,0.0584849651825046,2.65980778829222,2.49753823545816,0.273483928395763,"Chrne","11448"
"11449",-0.102644659666172,0.276887569387134,0.0870553971076903,7.46013167709079,7.29786212425673,0.524036432156046,"Chrng","11449"
"11450",0.0641909708469618,0.703395516023977,0.16180706420407,20.3833544809136,20.2210849280795,0.843344881546886,"Adipoq","11450"
"11451",-0.102842035147658,0.102710147578381,0.054808636348319,5.78965042494437,5.62738087211031,0.298349828521892,"Acrv1","11451"
"11459",-2.15743439139254,0.0100058233509498,0.732220700500578,61.2528224491758,63.3769730524824,0.0640138585470691,"Acta1","11459"
"11461",-0.366398114424531,0.0011316569399274,0.0947709448898684,26.1001993346537,28.7713146083422,0.013439197465441,"Actb","11461"
"11464",-0.30209469411199,0.704258787044449,0.758632797001253,27.5823766800466,26.9576550877307,0.843715972597805,"Actc1","11464"
"11468",-3.32241398724316,0.00138759584480778,0.880190888386983,87.423411937157,90.0945272108455,0.0156508738994891,"Actg2","11468"
"11470",-0.168687419087615,0.0440953216913716,0.0688468186059846,10.0976222020277,9.93535264919361,0.174999290531719,"Actl7a","11470"
"11471",-0.0339458296741183,0.660803460865895,0.0741110743082414,3.82093533739347,3.65866578455941,0.817294216303178,"Actl7b","11471"
"11472",0.503678316741552,0.0934470892790517,0.271687225647184,23.3674110895224,24.2751663685045,0.281193368955201,"Actn2","11472"
"11474",0.270127226023045,0.323583212510605,0.260162280351402,20.6238958514727,21.5316511304548,0.568541656056871,"Actn3","11474"
"11475",-2.75134282213931,0.0020497008816411,0.764378469581159,72.4750505538623,75.1461658275508,0.0205820586455248,"Acta2","11475"
"11477",-0.971137575475595,6.8881802163473e-07,0.130678642949048,34.7421818919318,37.4132971656203,7.77329352912146e-05,"Acvr1","11477"
"11479",1.20657522730774,0.000121116032621451,0.247376209600287,38.3592275270396,41.0303428007281,0.00272229844220352,"Acvr1b","11479"
"11480",-0.446374605117347,0.023015080067618,0.179629422282938,31.1867946071802,33.8579098808687,0.114088095056298,"Acvr2a","11480"
"11481",1.30108119394968,0.000246778471294658,0.285799910899638,46.4347668243851,49.1058820980736,0.00452374089808036,"Acvr2b","11481"
"11482",-0.681967598337133,0.0392014549885171,0.306668766201179,58.124234910287,60.7953501839755,0.162320853545609,"Acvrl1","11482"
"11484",1.49911678764215,0.0607541491927744,0.709536478998304,46.55098076595,47.4587360449322,0.215366934753282,"Aspa","11484"
"11486",0.368465056021087,0.547064339413348,0.600357891963816,64.1297528766822,66.8008681503707,0.742116292714617,"Ada","11486"
"11487",-0.69693542621624,0.000779130852258318,0.172778701097671,36.1975578578936,38.8686731315821,0.0103411497182058,"Adam10","11487"
"11488",-0.0868168087020818,0.576123463044291,0.15190987742459,41.3795900550102,43.5037406583169,0.761430229067647,"Adam11","11488"
"11489",-1.50194304100251,0.0310529835578705,0.631245472458967,52.336960088666,54.4611106919727,0.13890613717199,"Adam12","11489"
"11490",-0.831059828854036,0.0015901176855421,0.223794161825396,49.5126293630575,52.183744636746,0.0171449322728252,"Adam15","11490"
"11491",-0.129426850285142,0.368154956108046,0.139993955919142,17.398950694183,19.8985907263516,0.608066056757036,"Adam17","11491"
"11492",-0.626163722841763,0.0850480734643859,0.343588940499036,49.6858700234377,52.3569852971262,0.265607202168745,"Adam19","11492"
