""
Ssea1
Poli
Rfc4
Mcm5
Ccnd1
Ccnd2
Parp1
Zic3
Tet1
Gdf3
Utf1
Dnmt3l
Dnmt3a
Dnmt3b
Tfcp2l1
Sox2
Epcam
Jarid2
Tfap2c
Fbxo15
Car2
Cdh1
Alpl
Trim71
Cdkn1a
Cdkn2a
Epha7
Ngef
Krt14
Krt16
Ivl
Sprr1a
Podxl
Lin28
Fgf4
Tdgf1
Rex1
Zfp42
Oct4
Sox2
Nanog
Dppa5
Gbx2
Ccne1
Snca
