,Term,pval,padj,NES,Top_up,Top_down,Direction_up,Direction_down
gliclazide-5089,gliclazide-5089,0.0044,0.03253333333333333,1.551854092720656,0.0,98.76543209876543,pos,neg
gliclazide-5514,gliclazide-5514,0.1672,0.4426267880364109,1.0282533041725455,0.0,98.76543209876543,pos,neg
glimepiride-2154,glimepiride-2154,0.0384,0.14414769230769228,-1.2878960519989213,100.0,0.0,neg,pos
glimepiride-2809,glimepiride-2809,0.7404,0.9442021276595746,0.1393166137769326,98.85057471264368,100.0,neg,neg
glimepiride-4973,glimepiride-4973,0.5016,0.9243036178765666,-0.5571771177221745,100.0,100.0,neg,neg
glimepiride-6628,glimepiride-6628,0.535,0.9243036178765666,0.36819643219051934,98.80952380952381,100.0,neg,neg
glipizide-1508,glipizide-1508,0.6996,0.9358474394686094,-0.16445750311853535,100.0,98.80952380952381,neg,neg
glipizide-1926,glipizide-1926,0.754,0.9442021276595746,-0.13017863314214928,98.9010989010989,100.0,neg,neg
glipizide-2008,glipizide-2008,0.138,0.37630755476084043,1.0696291890317744,0.0,100.0,pos,neg
glipizide-4991,glipizide-4991,0.5272,0.9243036178765666,-0.39716722396349124,0.0,0.0,pos,pos
glipizide-6645,glipizide-6645,0.0434,0.15337946943483277,1.2638659919549535,0.0,98.80952380952381,pos,neg
gliquidone-3126,gliquidone-3126,0.06,0.19656283566058,1.2127940184796024,0.0,97.33333333333334,pos,neg
gliquidone-6004,gliquidone-6004,0.6908,0.9345945945945946,0.1705328534023589,0.0,0.0,pos,pos
gliquidone-6505,gliquidone-6505,0.4864,0.9243036178765666,-0.6380644972272955,100.0,98.78048780487805,neg,neg
gliquidone-7301,gliquidone-7301,0.9542,0.9930812468063361,0.023955433083629796,98.85057471264368,100.0,neg,neg
glycocholic acid-2454,glycocholic acid-2454,0.932,0.9903354771423606,-0.035320107213497876,100.0,100.0,neg,neg
glycocholic acid-3315,glycocholic acid-3315,0.9542,0.9930812468063361,-0.02401060685728451,0.0,0.0,pos,pos
glycocholic acid-5316,glycocholic acid-5316,0.0046,0.03380722891566265,-1.5443859721072393,97.70114942528735,0.0,neg,pos
glycocholic acid-6716,glycocholic acid-6716,0.2348,0.5950477773161612,-0.9497469978916655,98.82352941176471,0.0,neg,pos
glycopyrronium bromide-2565,glycopyrronium bromide-2565,0.0076,0.04711382113821138,1.4971191690181176,0.0,97.5609756097561,pos,neg
