,Term,pval,padj,NES,Top_up,Top_down,Direction_up,Direction_down
6-azathymine-2466,6-azathymine-2466,0.53,0.9313519813519814,0.41954337541193,98.75,100.0,neg,neg
6-azathymine-2827,6-azathymine-2827,0.547,0.9313519813519814,0.360852681407111,100.0,100.0,neg,neg
6-azathymine-3987,6-azathymine-3987,0.0245,0.09500953591862682,-1.3067367700691377,98.85057471264368,0.0,neg,pos
6-azathymine-4106,6-azathymine-4106,0.5125,0.9313519813519814,-0.5460264872538619,100.0,98.78048780487805,neg,neg
6-benzylaminopurine-2313,6-benzylaminopurine-2313,0.0645,0.20291387313047962,-1.1875450652551869,98.79518072289156,0.0,neg,pos
6-benzylaminopurine-2351,6-benzylaminopurine-2351,0.019,0.07825793382849426,1.3394978211269164,0.0,100.0,pos,neg
6-benzylaminopurine-3623,6-benzylaminopurine-3623,0.006,0.0366,-1.4957829281624566,97.53086419753086,0.0,neg,pos
6-benzylaminopurine-3726,6-benzylaminopurine-3726,0.011,0.05262745098039215,-1.4228511344456845,98.83720930232558,0.0,neg,pos
6-benzylaminopurine-4748,6-benzylaminopurine-4748,0.017,0.07191400832177532,-1.3504075247772374,100.0,1.3513513513513513,neg,pos
6-bromoindirubin-3'-oxime-6559,6-bromoindirubin-3'-oxime-6559,0.001,0.009807073954983923,-1.6744952232924009,100.0,0.0,neg,pos
6-bromoindirubin-3'-oxime-6585,6-bromoindirubin-3'-oxime-6585,0.687,0.9313519813519814,0.17487630578125446,100.0,100.0,neg,neg
6-bromoindirubin-3'-oxime-6589,6-bromoindirubin-3'-oxime-6589,0.5365,0.9313519813519814,-0.3864038419004636,100.0,100.0,neg,neg
6-bromoindirubin-3'-oxime-7044,6-bromoindirubin-3'-oxime-7044,0.6555,0.9313519813519814,-0.2043361746712936,100.0,98.68421052631578,neg,neg
6-bromoindirubin-3'-oxime-7048,6-bromoindirubin-3'-oxime-7048,0.705,0.9313519813519814,0.16268365724832318,100.0,98.68421052631578,neg,neg
6-bromoindirubin-3'-oxime-7101,6-bromoindirubin-3'-oxime-7101,0.046,0.15916052183777651,-1.250352915784373,100.0,0.0,neg,pos
6-bromoindirubin-3'-oxime-7106,6-bromoindirubin-3'-oxime-7106,0.975,0.9974103251759974,0.014846721514110484,100.0,98.82352941176471,neg,neg
7-aminocephalosporanic acid-1322,7-aminocephalosporanic acid-1322,0.93,0.9935807860262009,0.03712322519006728,98.86363636363636,100.0,neg,neg
7-aminocephalosporanic acid-3258,7-aminocephalosporanic acid-3258,0.579,0.9313519813519814,-0.3012777987272748,100.0,98.59154929577466,neg,neg
7-aminocephalosporanic acid-4242,7-aminocephalosporanic acid-4242,0.8515,0.966353488372093,0.07366073425203357,1.1494252873563218,0.0,pos,pos
7-aminocephalosporanic acid-4826,7-aminocephalosporanic acid-4826,0.823,0.9577656161539914,-0.08839597162257917,98.80952380952381,100.0,neg,neg
8-azaguanine-1670,8-azaguanine-1670,0.002,0.017039106145251396,-1.588024098845016,100.0,0.0,neg,pos
8-azaguanine-1791,8-azaguanine-1791,0.0005,0.00840220385674931,-1.894299868991521,98.9010989010989,0.0,neg,pos
8-azaguanine-1833,8-azaguanine-1833,0.0005,0.00840220385674931,-2.0527296758281808,100.0,0.0,neg,pos
8-azaguanine-7444,8-azaguanine-7444,0.084,0.24995121951219515,1.1494974933474054,0.0,100.0,pos,neg
AG-012559-6884,AG-012559-6884,0.016,0.06863572433192687,-1.3584516534772715,100.0,0.0,neg,pos
AG-012559-6889,AG-012559-6889,0.7355,0.9390002087246921,0.14011037622095224,98.76543209876543,98.79518072289156,neg,neg
AG-012559-6920,AG-012559-6920,0.9795,0.9975830564784053,-0.01147817637695081,98.79518072289156,98.9010989010989,neg,neg
AG-013608-5904,AG-013608-5904,0.011,0.05262745098039215,-1.4024142887763986,100.0,1.2195121951219512,neg,pos
AG-013608-5909,AG-013608-5909,0.0085,0.04854868913857678,1.4714668466206802,0.0,98.7012987012987,pos,neg
