"","coef","pval","se","AIC","BIC","FDR.coef"
"11830",0.865507303969598,0.091380026935088,0.28129294066659,6.5264344066029,3.9127287677228,0.538427619969019
"11834",-0.374344414379565,0.43258971170413,0.384139169506252,7.8940958886407,5.28039024976059,0.705707792398687
"11835",0.643517690859282,0.339133223475677,0.516754350005301,9.34725079101222,6.73354515213211,0.656377482723239
"11836",0.315653399273817,0.265692380028783,0.206333646538453,6.06992818270518,3.45622254382507,0.623136088251251
"11837",-0.458667102272659,0.472398768707211,0.522199163446431,9.38509646948638,6.77139083060628,0.727873864086019
"11838",-2.03972789722438,0.232255536442895,1.20374175425732,12.4804248422604,9.86671920338026,0.603341701899088
"11840",-0.390957564648814,0.127682774172119,0.154951593110351,4.50862219631007,1.89491655742996,0.551239608782942
"11841",-0.576809197286175,0.186769139914559,0.291865282462309,5.77815925177906,3.16445361289895,0.580682224258079
"11842",-0.556447801503251,0.172870358280855,0.267350373938059,6.53685484645863,3.92314920757852,0.576496446652451
"11843",0.271671672209267,0.393573812673993,0.251880702290934,6.75550529311244,4.14179965423233,0.685367966809874
"11844",-0.0398610143887692,0.928053119150985,0.390745898399545,8.08385887046583,5.47015323158572,0.970237351839666
"11845",-0.531986218442326,0.0779869356790123,0.157956464608211,4.43802221342881,1.8243165745487,0.538427619969019
"11848",-0.847803147282566,0.0621196588232744,0.221773986547605,5.62948016763118,3.01577452875107,0.538427619969019
"11852",-0.780035513642667,0.221568835727911,0.444786944634248,8.5480446021201,5.93433896323999,0.597495108789503
"11853",-0.628239756977925,0.0441272845333999,0.136531936173418,3.2443207826819,0.630615143801791,0.538427619969019
"11854",-0.707546764020184,0.437830743019445,0.736021039798512,10.6303831429244,8.01667750404434,0.709162471087833
"11855",1.60038204250723,0.312357704281191,1.19484728733554,12.6562146320939,10.0425089932137,0.641266547387438
"11856",0.909312727569606,0.421146528563809,0.90576838031983,11.5264765747584,8.91277093587833,0.699642467781819
"11857",-0.887073974040827,0.166364498231452,0.415580795418724,8.19408598184528,5.58038034296517,0.572839103513861
"11858",0.260235451603516,0.351515053743578,0.216006102112597,6.36155914439757,3.74785350551746,0.661546579322566
"11861",0.600801994034813,0.270917939944876,0.398810551632716,8.64086337380167,6.02715773492156,0.625633910014992
"11863",0.404990636428168,0.629168342292012,0.71718083520657,10.5527507092661,7.93904507038603,0.819452245766478
"11864",-0.59623226882685,0.212154605341616,0.329572290445399,9.57014700428022,6.95644136540011,0.594471911222448
"11865",-0.139382599520775,0.859808517200986,0.696084078938679,10.38743337615,7.77372773726989,0.940067220621649
"11883",1.3119416341717,0.150272721096363,0.575590850667783,9.6821355739015,7.0684299350214,0.563953621482208
"11886",0.405366444502136,0.643630534296992,0.751518426959228,10.7323512218264,8.11864558294633,0.825997732891255
"11891",0.625422605013237,0.558976652521962,0.899972704710892,11.7912093163187,9.17750367743862,0.782421779026647
"11905",0.626909002103102,0.465864552960376,0.701616500030146,10.6761304283576,8.06242478947753,0.724936206296293
"11906",0.0193497680997107,0.981556636260065,0.741731560151517,10.5617305205046,7.94802488162447,0.993596316107783
"11907",-0.962044124034382,0.480151154548574,1.11787204940452,12.424581108041,9.81087546916085,0.732548749616962
"11909",1.03292747504379,0.104318759689936,0.362631241666089,7.72075299852401,5.1070473596439,0.540167912405883
"11910",-0.72708894470432,0.23261428536985,0.429578655579212,7.90114788353468,5.28744224465457,0.603515820963967
"11911",0.221378800586876,0.761055639451859,0.636148273963202,10.0164923108136,7.4027866719335,0.890101968039917
"11920",0.570892545416468,0.5555172300817,0.813559636449142,11.1275360371727,8.51383039829262,0.780811340415167
"11927",-0.270488056719842,0.533001904956243,0.362157215603989,7.63786038333249,5.02415474445238,0.765392179446391
"11928",-1.09215714867747,0.0160714534356693,0.14015131096895,3.83251071103183,1.21880507215172,0.538427619969019
"11931",-0.357289035145997,0.675605356740657,0.736692530304123,10.6399264938642,8.02622085498413,0.84355406569917
"11932",0.751316522694192,0.230768169593867,0.441297045582874,9.48597610123343,6.87227046235332,0.602912800600107
"11933",-0.942196061724266,0.29963063340306,0.678990795269455,10.3436964469232,7.72999080804312,0.63490108143217
"11936",-0.443644854907341,0.6166951795234,0.755910525157309,11.4893088352672,8.87560319638713,0.811175848882904
"11938",-0.233152501226393,0.264132720040726,0.151703272304725,3.39056850032706,0.776862861446951,0.621545019075124
"11946",-0.396658503989372,0.369014611291652,0.344849249801069,7.73668993617477,5.12298429729467,0.673744117807004
"11947",-1.24658177139878,0.0297318002000293,0.219880772016398,5.63828703772485,3.02458139884474,0.538427619969019
"11949",-0.422004889590458,0.0701909430516303,0.118115371927935,3.39997311586936,0.786267476989249,0.538427619969019
"11950",-0.130163768519813,0.68196693670516,0.27437697004611,6.49845515695944,3.88474951807933,0.846721428003953
"11951",-1.0896336000656,0.0274677385460996,0.18441021827818,5.01274412205168,2.39903848317157,0.538427619969019
"11957",0.0938684825780283,0.592916738359498,0.148928668897597,3.97384940783751,1.3601437689574,0.798754687027324
"11958",0.0286684458356228,0.907747544763242,0.218804008865439,5.88145490035632,3.26774926147622,0.961840912872862
"11964",0.288007689111263,0.722178083774449,0.704173862342575,10.4340233400659,7.82031770118576,0.868974405413655
"11966",0.0689795269211683,0.75749094260144,0.195126275022175,4.00989476533172,1.39618912645161,0.88842149625639
"11972",-0.210252180295885,0.811041802477962,0.772617756569733,10.8232480304446,8.20954239156449,0.915269602786021
"11973",-0.122743877707239,0.812547128095756,0.454804982592054,8.64478880863808,6.03108316975797,0.916457116200219
"11974",-0.163234564086288,0.729294334406581,0.410462686934186,8.25197661443926,5.63827097555915,0.873479790408626
"11975",-0.457473752720141,0.412012757342184,0.445002157701403,8.74936929907629,6.13566366019618,0.693476609274335
"11977",1.38042038415057,0.0189156653191089,0.192598241370057,8.34969325313937,5.73598761425926,0.538427619969019
"11979",-0.0237422559913094,0.893021163158299,0.156030553271636,7.34319605165203,4.72949041277192,0.954661099904785
"11980",1.43226239647246,0.177606497049236,0.700613376590396,10.4130464143663,7.79934077548614,0.577202479830269
"11981",0.310438642882975,0.536816831363291,0.420020434083679,8.29786707367153,5.68416143479142,0.767831278795306
"11982",-0.839935318714372,0.569024599314368,1.24354059812775,12.7853188528103,10.1716132139302,0.787668098628847
"11983",0.320565543320902,0.314544488808004,0.24078102332891,5.96735350946901,3.3536478705889,0.642582468570839
"11984",-0.218099549611825,0.34312692108981,0.177023256243576,4.95705314471218,2.34334750583207,0.657203916385775
"11987",-2.19769507140071,0.0737145773192355,0.63218562416943,10.5440194774606,7.9303138385805,0.538427619969019
"11988",3.84868285477611,0.0135768160366751,0.453073551580281,6.9579293257152,4.34422368683509,0.538427619969019
"11989",0.160349018598182,0.927257316933088,1.55456865850769,13.5772335214348,10.9635278825547,0.969977972999703
"11990",0.20414610024624,0.641228341131757,0.375567113310878,9.09389787590536,6.48019223702525,0.825070329251468
"11991",-0.995060939526403,0.279580694971655,0.677360835375222,10.2642500022882,7.65054436340809,0.628834993781476
"11992",1.21512805071019,0.194893652138611,0.633000483182018,9.9727141747032,7.3590085358231,0.584849179996589
"12005",-0.39770555044702,0.102510856395251,0.138194904835331,4.81695573516938,2.20325009628927,0.540167912405883
"12006",0.314741122786746,0.613307994163112,0.530765415627581,9.29693469970991,6.6832290608298,0.809328271479189
"12009",-0.180486368133573,0.694060793712618,0.397149946879755,8.86070422890789,6.24699859002778,0.853093715391736
"12010",1.19050155942505,0.0247138823282909,0.190707784704682,6.73369668150115,4.11999104262105,0.538427619969019
"12013",1.82996029533751,0.0457243261837083,0.405339928209386,8.09163858869456,5.47793294981445,0.538427619969019
"12014",0.0848054798637788,0.897086190824722,0.579593008268175,9.46949904606789,6.85579340718778,0.95638071511593
"12015",0.158597067600456,0.64386648305991,0.294249979116553,6.93006735109708,4.31636171221697,0.825997732891255
"12017",-0.652672561028448,0.0618181459480437,0.170274093842303,3.47202247781477,0.858316838934657,0.538427619969019
"12018",-1.15148953796046,0.018074466842167,0.156943328674249,4.53796538639191,1.9242597475118,0.538427619969019
"12021",-1.76208452283664,0.164547606837948,0.819610245818735,11.0331488550719,8.41944321619181,0.571848139148365
"12028",-1.46707453065904,0.0920937756866879,0.478949625443458,9.02095472361778,6.40724908473767,0.538427619969019
"12033",0.707348315041319,0.510206995826193,0.890311365917984,11.5112656336849,8.89755999480474,0.750810150799032
"12034",-1.04017464467931,0.17594283236732,0.505637105280611,9.00409031592019,6.39038467704009,0.577117069679716
"12035",-2.03457253036355,0.101778451574253,0.704005542731014,10.5583330691575,7.94462743027744,0.540167912405883
"12036",0.235079003082336,0.609553105898619,0.391940233843141,8.62206470799992,6.00835906911981,0.807901923773727
"12038",0.557366440190411,0.802024418849434,1.95133560895603,14.5816521671356,11.9679465282555,0.910503362680992
"12039",0.716381752050123,0.164517152572096,0.333175252921277,7.29933916780888,4.68563352892877,0.571848139148365
"12040",-0.204361009324078,0.742106789275976,0.541375030245279,9.6184052950581,7.00469965617799,0.879346396231602
"12041",-0.340384871333862,0.377155079358751,0.30232482846754,7.36957951581583,4.75587387693572,0.677750407189903
"12042",-0.212675871857225,0.429412582165775,0.216445954521623,4.1359538726403,1.52224823376019,0.704936891043843
"12043",-0.0229445102482648,0.979351907886724,0.785581533783165,10.6567807698909,8.04307513101083,0.992806084068339
"12048",-1.67548961367711,0.103581767295043,0.585766836499893,9.79144710531387,7.17774146643376,0.540167912405883
"12050",0.181953755108058,0.793206577512341,0.608721897257657,9.8159412070064,7.20223556812629,0.905367909754032
"12051",2.56804641319223,0.11308960379824,0.945790843296258,11.859012536609,9.24530689772892,0.543560726477228
"12053",1.43982348228217,0.129290833917125,0.575053357520462,9.56413156548127,6.95042592660116,0.552327806186419
"12054",-0.363791923253237,0.5051649960224,0.451742442702206,8.63482309119368,6.02111745231357,0.746849076162822
"12055",-0.010837435018328,0.965696663345354,0.223264395878406,4.64977582695865,2.03607018807854,0.98755560156174
"12064",-1.05515912782158,0.624415559480532,1.84109354672636,14.3105892767129,11.6968836378328,0.816238526601729
"12068",1.45160289389831,0.132497055745867,0.588566625012317,9.88829079862385,7.27458515974374,0.553020032081182
"12069",-0.875574566733599,0.225201679984252,0.505184232506574,9.43302116966182,6.81931553078172,0.59866785928098
"12070",-1.67866806441664,0.042693282337136,0.358432961096614,7.81365629877979,5.19995065989968,0.538427619969019
"12091",0.0644740614539824,0.939684395010128,0.754482075617818,10.7182571461312,8.10455150725106,0.976288316064142
"12111",0.233278004708347,0.467276228862763,0.262044777396113,7.13078583273745,4.51708019385734,0.725408661742596
"12121",-0.0730150385095938,0.94338049596703,0.910403708349257,11.5696210927396,8.95591545385946,0.977376189515391
"12122",-0.759862632468582,0.18499557537036,0.382014315824304,8.2150314809974,5.60132584211729,0.579662660501503
"12125",1.85091051417709,0.202674390501066,0.990712243496793,11.894578890817,9.28087325193694,0.590182744332792
"12142",1.31698516444218,0.20491165668363,0.710357130471333,10.5668262642777,7.95312062539762,0.591089624296512
"12144",-1.1870262508029,0.302705517475663,0.862815354237236,11.2644465448429,8.65074090596282,0.636423406640388
"12151",1.19503893041848,0.19850771603129,0.630481879662881,10.5347891805882,7.92108354170807,0.58638009930369
"12153",1.07698706326981,0.231251269473103,0.633557753936972,10.0333570535737,7.41965141469362,0.602912800600107
"12156",0.79079508145052,0.410983686858608,0.767181476704171,10.94204187255,8.32833623366992,0.693024998280306
"12159",0.635144927766361,0.483751876922029,0.745067844013116,10.5164112580012,7.90270561912105,0.735007355893028
"12161",2.41818185954631,0.223065662615569,1.38561219300053,13.4531041505769,10.8393985116968,0.598252905265296
"12162",0.936281156069876,0.250693563216861,0.585108436643548,9.6485963156404,7.03489067676029,0.61458025813687
"12166",1.05029432314577,0.016660024134165,0.137286780708726,5.73112892372059,3.11742328484048,0.538427619969019
"12167",0.167755655220737,0.732675702208988,0.427586034774396,8.53758773673522,5.92388209785511,0.875215072523372
"12168",1.36530245611099,0.336479792464917,1.08856221117425,12.3671717735701,9.75346613469001,0.656196622082559
