"","coef_T","pval_T","se_T","FDR.coef_T","coef_C","pval_C","se_C","FDR.coef_C"
"29859",0.176649192617708,0.664571890976654,0.399373596821733,0.780591133015712,-1.18298437746664,0.0359555770607388,0.230582184782921,0.538427619969019
"29863",-0.221788884568633,0.642789092815493,0.468566359017805,0.764281794197352,2.15937929544615,0.260937228981228,1.39174048612681,0.620321312043156
"29864",-0.602775653738567,0.00682813207313601,0.192343319449272,0.0429160001992778,-0.142967279045532,0.838226132231425,0.616672646161417,0.92993621629454
"29867",0.482434059835375,0.144068265141684,0.313000752506786,0.311603062269881,0.0289268153856254,0.857889586299278,0.142471982009092,0.939128728727916
"29869",-0.821632572212888,0.0148800300090744,0.298753048015851,0.0719947135744577,0.609114487714047,0.384796356122964,0.551942899268518,0.680950016137694
"29870",-0.711352389376154,0.022381961497017,0.27941804359183,0.0951010942086483,-1.66861788890061,0.0436232900338772,0.36041126455904,0.538427619969019
"29871",-0.494355489455322,0.0279135467303474,0.203118517902237,0.109323796602892,-0.481625417799296,0.358835665373874,0.407613801782266,0.666035110478652
"29875",-0.535265555098506,0.010663993590201,0.18362113549678,0.057839973875914,-1.25830251083253,0.164680064007202,0.585589961846217,0.571859594817165
"29876",-0.175008458071818,0.411716608658903,0.207260122555657,0.585957113512171,-0.400328672074231,0.374371583606981,0.352977734300982,0.676592883829001
"29877",0.253655206223138,0.680339350976577,0.603739199510595,0.791727231456442,1.70160652348211,0.223962153934115,0.977855467257575,0.598294743008085
"30045",-0.558106237520209,0.157040380007226,0.374655509271943,0.32873259012563,-0.475803909780176,0.499235413986924,0.581551766878239,0.743997475338687
"30046",0.920230771249802,4.25910331735208e-08,0.0909140573341491,1.79948273731963e-05,1.2807727413339,0.34383277346658,1.04152157675293,0.657410832677156
"30052",2.1274702309699,0.00469254454568781,0.641385904542666,0.0338428574102256,0.139220480194965,0.620797777915523,0.240218420433573,0.813671451071929
"30055",-0.225589897850862,0.262310936382654,0.193681194184035,0.447705652710585,-1.02218144393733,0.0399543772550145,0.210686348492784,0.538427619969019
"30056",-0.543182139974817,0.00724757554283184,0.174955790525209,0.0446521070393077,-0.998931491863853,0.112639072653836,0.3670222710795,0.543256529602242
"30057",0.0546879378354177,0.761203667240068,0.176701258763134,0.848264628316858,-0.552836936581285,0.355281266703171,0.463493596317778,0.664192695561073
