"","Reprogramming","Interventions.Median_lifespan","Interventions.Max_lifespan","Interventions.CR","Interventions.GH_deficiency","Interventions.Rapamycin","Interventions.Common_liver","Aging.Brain","Aging.Muscle","Aging.Liver","Aging.All","Aging.Human","Aging.Rat","Aging.Mouse"
"67976",-0.319439523144806,-0.110323361675731,0.0428221001504465,-0.0138417170036564,-0.305066578373504,0.768567263365801,-0.0145483240741395,0.0788187199320083,0.00501826861758656,-0.0195899172860512,0.0488489628464012,0.533553905661509,-0.138056041867522,0.0453765895301049
"67980",-0.418469841024681,0.0435549285052044,-0.047362461567301,-0.234725620651655,0.338917191210029,0.0492873880158849,0.111455333817083,-0.0201294306216664,0.000109042486563865,0.272811940124114,0.00583265790849331,-0.291263353793478,0.130911975312949,0.0349777121629426
"67991",-1.01790071712504,-0.0154953466756531,-0.0311240398868186,-0.340443251392036,0.100464060093245,-0.154023819627286,-0.135916559965388,0.151727895901165,0.072127773309014,-0.0302907187936123,0.190925244624662,1.96411022576928,0.143258664677233,0.114072693548109
"67996",-0.0715232582065078,-0.00487816036883696,-0.00833581193493451,0.279107012011603,-0.356635189069154,0.271040082201954,-0.105553490718387,0.0215026098092638,0.0151659085191608,-0.193080711717758,0.0119750597943562,0.378525671979016,-0.0860694978789143,-0.0155488785827101
"67998",0.216025672272095,0.0145572527625699,0.03283281512053,-0.250354380855248,-0.0998385158605789,-0.0902715434225588,-0.100604544316898,0.0430614805724865,0.0188383690331685,-0.0759630102761857,0.0118223870997571,0.417411994655965,0.0193499378388983,-0.0131307356908654
"68010",-0.433556093052347,0.214264270552175,0.316584661709313,0.468669760406217,0.781353360243364,0.34569580539135,0.666514403356423,0.00584613703679114,-0.083168845044308,-0.169685394618702,-0.0769479733541789,-0.176184584625854,-0.340544611469512,-0.0935757449245034
"68015",0.109555532858188,-0.0150363022009199,-0.0022877013893262,0.351713723933502,-0.0358454676160302,-0.14492357568002,0.0620566840723613,-0.0316855994172,0.0420995059812951,-0.0851027887188397,-0.0239684671888667,0.180237829662609,-0.0256765053874145,-0.0432076258916624
"68018",-0.53782389232085,0.0940247365380226,0.120423916046595,0.143204714381655,0.359467613579989,-0.375748883850213,0.053704756257802,-0.0381285640523799,0.0623784350187776,0.0248967632472102,-0.00252313766861876,0.1044830903536,0.0218549771927217,0.000366798870038399
"68021",0.0239510781111006,-0.0186940459939284,-0.0508106422474401,-0.143977213616971,0.0486625699118811,0.251081737611712,-0.056794962487713,-0.0145862774594525,-0.0267958830656779,-0.199714832191128,-0.039200624335834,-0.195710469676413,-0.204648773394894,-0.038830459281155
"68031",-0.343053893854066,-0.0418847320599902,0.00235457387197188,0.197390419705988,-0.194547781599034,0.0673878400800658,0.0590844145611158,-0.0336635384595119,0.0218344468400021,-0.157496138462107,-0.0320644731705813,-0.0155945919310133,-0.0736465383273766,-0.0537032187016767
"68032",-0.219108256721818,0.0564464219763641,0.0796167225747477,0.551295995548224,-0.185074660465521,-0.0349120416761885,0.159776777074564,-0.071153478284206,0.0241117454548743,-0.228346029406853,-0.0469563306074291,-0.647966975956826,-0.0111366326255018,-0.0273158641588875
"68041",-0.708508645059512,0.286953599051638,0.351523365874634,1.18706177515077,-0.109810980842749,0.911781115240938,0.133019283792775,0.196918306912355,0.109728096702419,0.362225961575876,0.0593197068442034,1.56414075095183,0.384497068970525,0.0108736036539066
"68043",-0.546891934604712,-0.173172289280675,-0.174947617407936,-1.07891636326382,-0.042834259402483,0.377062523569692,-0.356176285224732,0.0126803599887644,-0.000990629972292403,0.116780784617315,0.0201558742082755,0.263224305861696,0.00289559651777351,-0.0264258066607085
"68044",-0.90568958123074,-0.094240559225709,-0.0569110100265158,-0.0821370387116609,0.0630969684135057,0.108585832687802,0.0184774861868449,-0.0636560728700939,-0.0757498141988936,-0.339535431145195,-0.085957374195016,-1.04466613496716,-0.279434176572999,-0.0934139204095989
"68045",0.232130599388207,-0.0723092635349975,-0.0360798408148719,0.0628220383122434,-0.129733139424524,0.645780379359235,-0.0146053807919147,-0.00955293093378916,0.00803827711518833,-0.126282072039284,-0.0140841656915586,-0.27572385665199,-0.0248471444969942,-0.00118813240195622
"68046",-0.00546654167246959,0.00388089448422011,0.0299637020962904,-0.0766744853753794,0.107423641055193,0.33703909613829,-0.05483766812004,-0.0812678932470234,-0.00466139785559768,-0.131303268058378,-0.0531418414986028,-0.557650625544122,-0.115170036939707,-0.0443449469306735
"68048",-0.759831455611521,-0.03875286097514,-0.0584119028685305,-0.298622671297743,-0.341610314661383,0.0957216298063515,-0.180999604252733,0.000810108788794566,0.0993138441560654,-0.0319005543940391,0.100550988107353,0.844963945994528,0.397796686509833,-0.0206033359828161
"68059",-0.169508086880254,0.0194945437067406,-0.00782849902979578,-0.0380651952482108,-0.654293917425746,-0.461792710106516,-0.391538095842798,-0.0555990123504976,-0.0264714804962245,0.0408089347787441,-0.0540462313812957,-1.12368684907331,0.10527214668139,0.00285261306223809
"68066",0.159160541888356,0.0791495154002233,0.147731913602072,0.384763786076813,-0.0280287903261058,0.014099416506325,0.110997240424018,0.0715246347162052,-0.0276004639211389,0.0632779848324965,-0.0318506094010623,0.141202916347843,-0.00961211037376371,-0.0266209267053845
"68079",0.392515841852746,0.0988752893460984,0.113557472093298,-0.199480287267524,-0.0762008452462894,0.329296601419718,-0.267813732233384,-0.0480617459381695,-0.00689000632722865,-0.298432720297215,-0.0518645372832675,-0.30681067321451,-0.105763293268761,-0.063815950618483
"68080",0.305124407785163,0.0376453074056692,0.0942884054864714,0.0215705877826521,0.294901128823388,-0.0956578045400846,0.0747192816391611,-0.00259869030581646,0.042828308441639,-0.128447397715765,-0.0478678646773677,0.0399861060974725,-0.0534297392833695,-0.0818512184895164
"68083",0.0777645637589433,0.0402879142338355,0.0971582230524949,0.130231144932016,0.102816675465681,0.223378355617036,0.148068174272472,-0.0535265959344223,0.0303248990576444,-0.107747594117654,-0.0313032850935425,-0.149903380027682,-0.118464182477454,-0.0378567439062482
"68087",0.696847705713996,-0.253516211799309,-0.183745212630772,-0.614619406564276,-0.900053495213641,-0.314715846980115,-0.433872396469975,-0.0578288197072008,-0.0288574136524506,-0.464231940437395,-0.0447703222319464,0.73476695245047,-0.283350753914719,-0.309246177010636
"68089",-0.693436844450079,-0.0261804195573284,-0.0267172859584083,-0.125627109340791,-0.0877549337169461,0.280725012318247,-0.145107850743164,-0.0297664852570115,0.0144164499171266,0.260033774876519,0.0111821664645541,-0.430832954290591,0.200430999401206,0.0434525949834081
"68090",-0.242907339764761,-0.0299161152780569,0.013771083898932,-0.176090631371731,-0.034438379073702,-0.167626541727214,-0.0598034550186416,-0.0183928139639924,-0.010514653881188,0.0585301094553408,-0.00756020992558701,-0.342656780629121,-0.0747695313322016,0.0164938752770241
"68095",-0.363361572432638,-0.0115382898931183,-0.0431332910937162,-0.0962223109537769,0.00504452089636718,-0.165095718016612,0.0191917177604221,-0.00153458121881464,0.0191864978155319,-0.150352528270392,-0.00570774343041356,0.257256278389663,-0.0621539569999951,0.000184767881431285
"68099",-0.416148010222723,0.493211733567468,0.545812092191533,0.408937588414821,1.0713970956551,0.548968402053787,0.440276226323434,-0.0904099988420922,-0.152722347913928,-0.0530600013658782,-0.110103246317944,-1.30557683784968,-0.223486966885898,-0.0340841829522523
"68117",0.288611723125228,-0.0194886198158169,0.0497538661106063,0.0882491820369127,0.0987292433644113,0.281957561054966,0.000767129626446222,-0.0626411524245079,-0.0500219565959677,-0.027719365678764,-0.0398437968290022,-0.545981145344727,-0.103157625114225,-0.0391760346290599
"68118",0.0383417122780228,-0.0584159752707517,-0.033154985653098,-0.836346126418615,0.176634897491919,0.140704044590222,-0.34425725023245,-0.0637159231284179,-0.0136615943740516,-0.0244300508045151,-0.0641641848351615,-0.562897379838897,-0.1857641934164,-0.028839092302719
"68119",-0.846266479147574,0.0735470005533519,0.012497972829615,-0.251504835534027,0.714683126387514,-0.122494974373102,0.294448616946895,0.0728770330938648,-0.0891391087408146,0.248511245988276,-0.00993774979803898,0.410651217111322,0.119189205312399,-0.0382968181956193
